Specimen Spectra

0.000000e+00	6.106680e+00
5.000139e-03	1.247541e+01
1.000028e-02	2.286681e+01
1.500042e-02	3.987080e+01
2.000056e-02	6.648001e+01
2.500069e-02	1.061713e+02
3.000083e-02	1.630174e+02
3.500097e-02	2.413749e+02
4.000111e-02	3.455157e+02
4.500125e-02	4.829163e+02
5.000139e-02	6.492421e+02
5.500153e-02	8.495406e+02
6.000167e-02	1.084119e+03
6.500181e-02	1.351970e+03
7.000194e-02	1.650929e+03
7.500208e-02	1.977916e+03
8.000222e-02	2.329201e+03
8.500236e-02	2.700665e+03
9.000250e-02	3.088014e+03
9.500264e-02	3.486962e+03
1.000028e-01	3.893368e+03
1.050029e-01	4.303339e+03
1.100031e-01	4.713273e+03
1.150032e-01	5.119830e+03
1.200033e-01	5.519848e+03
1.250035e-01	5.910212e+03
1.300036e-01	6.287717e+03
1.350038e-01	6.648977e+03
1.400039e-01	6.990404e+03
1.450040e-01	7.308829e+03
1.500042e-01	7.600003e+03
1.550043e-01	7.860457e+03
1.600044e-01	8.087181e+03
1.650046e-01	8.277509e+03
1.700047e-01	8.429360e+03
1.750049e-01	8.541292e+03
1.800050e-01	8.612491e+03
1.850051e-01	8.646403e+03
1.900053e-01	8.636233e+03
1.950054e-01	8.586521e+03
2.000056e-01	8.498617e+03
2.050057e-01	8.378146e+03
2.100058e-01	8.217969e+03
2.150060e-01	8.025364e+03
2.200061e-01	7.803027e+03
2.250063e-01	7.553841e+03
2.300064e-01	7.280710e+03
2.350065e-01	6.986383e+03
2.400067e-01	6.673290e+03
2.450068e-01	6.343469e+03
2.500069e-01	5.998675e+03
2.550071e-01	5.640680e+03
2.600072e-01	5.271791e+03
2.650074e-01	4.895435e+03
2.700075e-01	4.516688e+03
2.750076e-01	4.142510e+03
2.800078e-01	3.781563e+03
2.850079e-01	3.443543e+03
2.900081e-01	3.138130e+03
2.950082e-01	2.873775e+03
3.000083e-01	2.656587e+03
3.050085e-01	2.489600e+03
3.100086e-01	2.372555e+03
3.150088e-01	2.302220e+03
3.200089e-01	2.273120e+03
3.250090e-01	2.278411e+03
3.300092e-01	2.310728e+03
3.350093e-01	2.363357e+03
3.400094e-01	2.430039e+03
3.450096e-01	2.505903e+03
3.500097e-01	2.587238e+03
3.550099e-01	2.674830e+03
3.600100e-01	2.759545e+03
3.650101e-01	2.844784e+03
3.700103e-01	2.927367e+03
3.750104e-01	3.006925e+03
3.800106e-01	3.085992e+03
3.850107e-01	3.159186e+03
3.900108e-01	3.229417e+03
3.950110e-01	3.297189e+03
4.000111e-01	3.363215e+03
4.050113e-01	3.428331e+03
4.100114e-01	3.493407e+03
4.150115e-01	3.559233e+03
4.200117e-01	3.626432e+03
4.250118e-01	3.695406e+03
4.300119e-01	3.766309e+03
4.350121e-01	3.839073e+03
4.400122e-01	3.913449e+03
4.450124e-01	3.989071e+03
4.500125e-01	4.065420e+03
4.550126e-01	4.141199e+03
4.600128e-01	4.216227e+03
4.650129e-01	4.289737e+03
4.700131e-01	4.360847e+03
4.750132e-01	4.428525e+03
4.800133e-01	4.491605e+03
4.850135e-01	4.548805e+03
4.900136e-01	4.598479e+03
4.950138e-01	4.639211e+03
5.000139e-01	4.669748e+03
5.050140e-01	4.689207e+03
5.100142e-01	4.697286e+03
5.150143e-01	4.694431e+03
5.200144e-01	4.681930e+03
5.250146e-01	4.661895e+03
5.300147e-01	4.637118e+03
5.350149e-01	4.610833e+03
5.400150e-01	4.589127e+03
5.450151e-01	4.569718e+03
5.500153e-01	4.557831e+03
5.550154e-01	4.555290e+03
5.600156e-01	4.566497e+03
5.650157e-01	4.584878e+03
5.700158e-01	4.613243e+03
5.750160e-01	4.650587e+03
5.800161e-01	4.695625e+03
5.850163e-01	4.746997e+03
5.900164e-01	4.803413e+03
5.950165e-01	4.863760e+03
6.000167e-01	4.927138e+03
6.050168e-01	4.992868e+03
6.100169e-01	5.060453e+03
6.150171e-01	5.129599e+03
6.200172e-01	5.200475e+03
6.250174e-01	5.272164e+03
6.300175e-01	5.344609e+03
6.350176e-01	5.417718e+03
6.400178e-01	5.491380e+03
6.450179e-01	5.565468e+03
6.500181e-01	5.639855e+03
6.550182e-01	5.714417e+03
6.600183e-01	5.789045e+03
6.650185e-01	5.863643e+03
6.700186e-01	5.938133e+03
6.750188e-01	6.012454e+03
6.800189e-01	6.086560e+03
6.850190e-01	6.160417e+03
6.900192e-01	6.234002e+03
6.950193e-01	6.307298e+03
7.000194e-01	6.380290e+03
7.050196e-01	6.452971e+03
7.100197e-01	6.525346e+03
7.150199e-01	6.597420e+03
7.200200e-01	6.669205e+03
7.250201e-01	6.740713e+03
7.300203e-01	6.815384e+03
7.350204e-01	6.886501e+03
7.400206e-01	6.957426e+03
7.450207e-01	7.028205e+03
7.500208e-01	7.098891e+03
7.550210e-01	7.174551e+03
7.600211e-01	7.245351e+03
7.650213e-01	7.316266e+03
7.700214e-01	7.387369e+03
7.750215e-01	7.458729e+03
7.800217e-01	7.530405e+03
7.850218e-01	7.602444e+03
7.900219e-01	7.674874e+03
7.950221e-01	7.747704e+03
8.000222e-01	7.820924e+03
8.050224e-01	7.894507e+03
8.100225e-01	7.968409e+03
